Connected to IBKR PAPER port 7497
Accounts: ['DU6178014']
Date: 2026-02-20

=== ALL FILLS (with P&L) ===
Total fills returned: 336
Total fills ever:  336
Today's fills:     336

      date     time symbol side  shares  fill_px  commission  realized_pnl
2026-02-20 15:05:09   TSLA  SLD      80   410.34    0.415600      0.000000
2026-02-20 15:05:09   TSLA  SLD     160   410.34    0.831200      0.000000
2026-02-20 15:05:09   TSLA  SLD      40   410.34    0.207800      0.000000
2026-02-20 15:05:09   TSLA  SLD      40   410.34    0.207800      0.000000
2026-02-20 15:05:15   TSLA  SLD     297   410.05    1.542915      0.000000
2026-02-20 15:05:20   TSLA  BOT      80   409.39    1.000000     68.528196
2026-02-20 15:05:20   TSLA  BOT      80   409.39    0.000000     69.528196
2026-02-20 15:05:20   TSLA  BOT      40   409.39    0.000000     34.764098
2026-02-20 15:05:30   TSLA  BOT      80   409.39    0.400000     69.128196
2026-02-20 15:05:30   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:30   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:30   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:30   TSLA  BOT      80   409.39    0.400000     69.128196
2026-02-20 15:05:30   TSLA  BOT      80   409.39    0.400000     69.128196
2026-02-20 15:05:30   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:30   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:30   TSLA  BOT     240   409.39    1.200000    207.384589
2026-02-20 15:05:30   TSLA  BOT     160   409.39    0.800000    138.256392
2026-02-20 15:05:40   TSLA  BOT      80   409.39    0.400000     69.128196
2026-02-20 15:05:40   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:40   TSLA  BOT      40   409.39    0.200000     34.564098
2026-02-20 15:05:40   TSLA  BOT      17   409.39    0.085000     14.689742
2026-02-20 15:10:09   TSLA  SLD     200   409.48    1.039000      0.000000
2026-02-20 15:10:09   TSLA  SLD      80   409.45    0.415600      0.000000
2026-02-20 15:10:09   TSLA  SLD      40   409.45    0.207800      0.000000
2026-02-20 15:10:09   TSLA  SLD      80   409.45    0.415600      0.000000
2026-02-20 15:10:09   TSLA  SLD      18   409.45    0.093510      0.000000
2026-02-20 15:10:10   TSLA  SLD      80   409.55    0.415600      0.000000
2026-02-20 15:10:10   TSLA  SLD      40   409.54    0.207800      0.000000
2026-02-20 15:10:11   TSLA  SLD     100   409.55    0.519500      0.000000
2026-02-20 15:10:11   TSLA  SLD     440   409.60    2.285800      0.000000
2026-02-20 15:10:12   TSLA  SLD      40   409.62    0.207800      0.000000
2026-02-20 15:10:12   TSLA  SLD      80   409.62    0.415600      0.000000
2026-02-20 15:10:12   TSLA  SLD      22   409.62    0.114290      0.000000
2026-02-20 15:11:00   TSLA  BOT      40   410.75    1.000000    -49.347472
2026-02-20 15:11:00   TSLA  BOT      40   410.77    0.000000    -49.147472
2026-02-20 15:11:00   TSLA  BOT      40   410.87    0.000000    -53.147472
2026-02-20 15:11:00   TSLA  BOT     100   410.77    0.100000   -122.968680
2026-02-20 15:11:00   TSLA  BOT      80   410.74    0.400000    -96.294944
2026-02-20 15:11:01   TSLA  BOT     200   410.85    1.000000   -262.737361
2026-02-20 15:11:01   TSLA  BOT      80   410.84    0.400000   -104.294944
2026-02-20 15:11:01   TSLA  BOT     160   410.84    0.800000   -208.589889
2026-02-20 15:11:01   TSLA  BOT      40   410.84    0.200000    -52.147472
2026-02-20 15:11:01   TSLA  BOT     160   410.84    0.800000   -208.589889
2026-02-20 15:11:01   TSLA  BOT      80   410.84    0.400000   -104.294944
2026-02-20 15:11:01   TSLA  BOT     200   410.80    1.000000   -252.737361
2026-02-20 15:15:09   TSLA  BOT     200   408.72    1.000000      0.000000
2026-02-20 15:15:15   TSLA  BOT      40   408.99    0.200000      0.000000
2026-02-20 15:15:15   TSLA  BOT     160   409.00    0.800000      0.000000
2026-02-20 15:15:16   TSLA  BOT     400   408.87    2.000000      0.000000
2026-02-20 15:15:16   TSLA  BOT      40   408.87    0.200000      0.000000
2026-02-20 15:15:16   TSLA  BOT      40   408.87    0.200000      0.000000
2026-02-20 15:15:16   TSLA  BOT      40   408.87    0.200000      0.000000
2026-02-20 15:15:16   TSLA  BOT      80   408.87    0.400000      0.000000
2026-02-20 15:15:17   TSLA  BOT      40   408.87    0.200000      0.000000
2026-02-20 15:15:17   TSLA  BOT      60   408.87    0.300000      0.000000
2026-02-20 15:15:17   TSLA  BOT      80   408.87    0.400000      0.000000
2026-02-20 15:15:17   TSLA  BOT      40   408.87    0.200000      0.000000
2026-02-20 15:15:17   TSLA  BOT       4   408.72    0.020000      0.000000
2026-02-20 15:16:34   TSLA  SLD     120   407.42    1.023400   -175.133204
2026-02-20 15:16:34   TSLA  SLD     400   407.42    1.678000   -582.044013
2026-02-20 15:16:34   TSLA  SLD      80   407.37    0.415600   -120.488803
2026-02-20 15:16:34   TSLA  SLD      40   407.42    0.207800    -58.244401
2026-02-20 15:16:34   TSLA  SLD     100   407.42    0.519500   -145.611003
2026-02-20 15:16:35   TSLA  SLD      40   407.33    0.207800    -61.844401
2026-02-20 15:16:35   TSLA  SLD      80   407.31    0.415600   -125.288803
2026-02-20 15:16:35   TSLA  SLD     120   407.31    0.623400   -187.933204
2026-02-20 15:16:35   TSLA  SLD     200   407.30    1.039000   -315.222007
2026-02-20 15:16:35   TSLA  SLD      22   407.30    0.114290    -34.674421
2026-02-20 15:16:35   TSLA  SLD      22   407.31    0.114290    -34.454421
2026-02-20 15:20:07   TSLA  SLD     200   409.37    1.039000      0.000000
2026-02-20 15:20:08   TSLA  SLD      80   409.31    0.415600      0.000000
2026-02-20 15:20:08   TSLA  SLD      40   409.31    0.207800      0.000000
2026-02-20 15:20:09   TSLA  SLD     100   409.36    0.519500      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      80   409.36    0.415600      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      80   409.36    0.415600      0.000000
2026-02-20 15:20:10   TSLA  SLD      80   409.36    0.415600      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:10   TSLA  SLD      80   409.36    0.415600      0.000000
2026-02-20 15:20:10   TSLA  SLD     120   409.36    0.623400      0.000000
2026-02-20 15:20:10   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:11   TSLA  SLD      40   409.36    0.207800      0.000000
2026-02-20 15:20:16   TSLA  BOT      40   409.35    1.000000     -0.938948
2026-02-20 15:20:17   TSLA  BOT     120   409.35    0.000000      0.183157
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.000000      0.061052
2026-02-20 15:20:17   TSLA  BOT     120   409.35    0.600000     -0.416843
2026-02-20 15:20:17   TSLA  BOT     160   409.35    0.800000     -0.555790
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT     120   409.35    0.600000     -0.416843
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      80   409.35    0.400000     -0.277895
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      40   409.35    0.200000     -0.138948
2026-02-20 15:20:17   TSLA  BOT      80   409.35    0.400000     -0.277895
2026-02-20 15:20:17   TSLA  BOT      20   409.35    0.100000     -0.069474
2026-02-20 15:25:16   TSLA  SLD      80   409.90    1.015600      0.000000
2026-02-20 15:25:16   TSLA  SLD      40   409.90    0.007800      0.000000
2026-02-20 15:25:16   TSLA  SLD     120   409.95    0.223400      0.000000
2026-02-20 15:25:16   TSLA  SLD      80   409.95    0.415600      0.000000
2026-02-20 15:25:16   TSLA  SLD     200   409.95    1.039000      0.000000
2026-02-20 15:25:16   TSLA  SLD      80   409.95    0.415600      0.000000
2026-02-20 15:25:16   TSLA  SLD      80   409.95    0.415600      0.000000
2026-02-20 15:25:18   TSLA  SLD      80   409.82    0.415600      0.000000
2026-02-20 15:25:18   TSLA  SLD      40   409.83    0.207800      0.000000
2026-02-20 15:25:18   TSLA  SLD     200   409.83    1.039000      0.000000
2026-02-20 15:25:18   TSLA  SLD      80   409.82    0.415600      0.000000
2026-02-20 15:25:18   TSLA  SLD     138   409.83    0.716910      0.000000
2026-02-20 15:29:41   TSLA  BOT      80   409.40    1.000000     37.844827
2026-02-20 15:29:41   TSLA  BOT      80   409.40    0.000000     38.844827
2026-02-20 15:29:41   TSLA  BOT      40   409.40    0.000000     19.422413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT     200   409.40    1.000000     96.112067
2026-02-20 15:29:51   TSLA  BOT     200   409.40    1.000000     96.112067
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT     120   409.40    0.600000     57.667240
2026-02-20 15:29:51   TSLA  BOT      80   409.40    0.400000     38.444827
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      40   409.40    0.200000     19.222413
2026-02-20 15:29:51   TSLA  BOT      80   409.40    0.400000     38.444827
2026-02-20 15:29:51   TSLA  BOT      18   409.40    0.090000      8.650086
2026-02-20 15:30:07   TSLA  SLD     200   409.78    1.039000      0.000000
2026-02-20 15:30:07   TSLA  SLD     160   409.77    0.831200      0.000000
2026-02-20 15:30:07   TSLA  SLD      80   409.77    0.415600      0.000000
2026-02-20 15:30:07   TSLA  SLD      75   409.77    0.389625      0.000000
2026-02-20 15:30:07   TSLA  SLD      40   409.77    0.207800      0.000000
2026-02-20 15:30:07   TSLA  SLD      40   409.77    0.207800      0.000000
2026-02-20 15:30:07   TSLA  SLD     160   409.77    0.831200      0.000000
2026-02-20 15:30:07   TSLA  SLD       8   409.77    0.041560      0.000000
2026-02-20 15:30:07   TSLA  SLD      10   409.77    0.051950      0.000000
2026-02-20 15:30:08   TSLA  SLD      80   409.81    0.415600      0.000000
2026-02-20 15:30:08   TSLA  SLD      80   409.81    0.415600      0.000000
2026-02-20 15:30:08   TSLA  SLD     120   409.81    0.623400      0.000000
2026-02-20 15:30:08   TSLA  SLD      40   409.81    0.207800      0.000000
2026-02-20 15:30:08   TSLA  SLD      73   409.81    0.379235      0.000000
2026-02-20 15:30:08   TSLA  SLD      26   409.81    0.135070      0.000000
2026-02-20 15:30:08   TSLA  SLD      28   409.83    0.145460      0.000000
2026-02-20 15:30:50   TSLA  BOT      40   409.41    1.000000     13.862364
2026-02-20 15:30:50   TSLA  BOT      40   409.41    0.000000     14.862364
2026-02-20 15:30:50   TSLA  BOT      40   409.41    0.000000     14.862364
2026-02-20 15:30:50   TSLA  BOT      40   409.41    0.000000     14.862364
2026-02-20 15:30:50   TSLA  BOT      80   409.41    0.200000     29.524728
2026-02-20 15:30:50   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:30:51   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:30:51   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:30:51   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:30:51   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:30:51   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:30:51   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:31:00   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:31:00   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:31:00   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:32:15   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:32:15   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:32:15   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:32:16   TSLA  BOT      60   409.41    0.300000     21.993546
2026-02-20 15:32:24   TSLA  BOT      80   409.41    0.400000     29.324728
2026-02-20 15:32:24   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:32:24   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:32:24   TSLA  BOT      40   409.41    0.200000     14.662364
2026-02-20 15:34:09   TQQQ  SLD     800    49.20    4.156000    800.161200
2026-02-20 15:34:09   TQQQ  SLD    1600    49.20    8.312000   1600.322400
2026-02-20 15:35:06   TSLA  SLD     500   409.99    2.597500      0.000000
2026-02-20 15:35:06   TSLA  SLD     160   409.99    0.831200      0.000000
2026-02-20 15:35:06   TSLA  SLD      80   409.97    0.415600      0.000000
2026-02-20 15:35:06   TSLA  SLD      80   409.97    0.415600      0.000000
2026-02-20 15:35:06   TSLA  SLD     160   409.97    0.831200      0.000000
2026-02-20 15:35:07   TSLA  SLD      80   410.11    0.415600      0.000000
2026-02-20 15:35:07   TSLA  SLD      40   410.11    0.207800      0.000000
2026-02-20 15:35:07   TSLA  SLD      40   410.11    0.207800      0.000000
2026-02-20 15:35:07   TSLA  SLD      43   410.11    0.223385      0.000000
2026-02-20 15:35:07   TSLA  SLD      36   410.11    0.187020      0.000000
2026-02-20 15:36:43   TSLA  BOT     160   411.04    1.000000   -166.906836
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.000000    -41.876709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      80   411.05    0.400000    -84.153418
2026-02-20 15:36:43   TSLA  BOT      16   411.05    0.080000    -16.830684
2026-02-20 15:36:43   TSLA  BOT      80   411.05    0.400000    -84.153418
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:43   TSLA  BOT      40   411.05    0.200000    -42.076709
2026-02-20 15:36:44   TSLA  BOT      80   411.01    0.400000    -80.953418
2026-02-20 15:36:44   TSLA  BOT      40   411.01    0.200000    -40.476709
2026-02-20 15:36:44   TSLA  BOT      40   411.01    0.200000    -40.476709
2026-02-20 15:36:44   TSLA  BOT      40   411.01    0.200000    -40.476709
2026-02-20 15:36:44   TSLA  BOT      80   411.01    0.400000    -80.953418
2026-02-20 15:36:44   TSLA  BOT      80   411.02    0.400000    -81.753418
2026-02-20 15:36:44   TSLA  BOT      40   411.02    0.200000    -40.876709
2026-02-20 15:36:44   TSLA  BOT      40   411.02    0.200000    -40.876709
2026-02-20 15:36:44   TSLA  BOT      40   411.02    0.200000    -40.876709
2026-02-20 15:36:44   TSLA  BOT      63   411.02    0.315000    -64.380817
2026-02-20 15:36:44   TSLA  BOT      20   411.02    0.100000    -20.438354
2026-02-20 15:40:06   TSLA  SLD     100   411.41    1.019500      0.000000
2026-02-20 15:40:06   TSLA  SLD      80   411.41    0.015600      0.000000
2026-02-20 15:40:06   TSLA  SLD      80   411.41    0.315600      0.000000
2026-02-20 15:40:06   TSLA  SLD      80   411.41    0.415600      0.000000
2026-02-20 15:40:06   TSLA  SLD      80   411.41    0.415600      0.000000
2026-02-20 15:40:06   TSLA  SLD      40   411.41    0.207800      0.000000
2026-02-20 15:40:08   TSLA  SLD     280   411.41    1.454600      0.000000
2026-02-20 15:40:08   TSLA  SLD     280   411.40    1.454600      0.000000
2026-02-20 15:40:08   TSLA  SLD     100   411.42    0.519500      0.000000
2026-02-20 15:40:08   TSLA  SLD      40   411.36    0.207800      0.000000
2026-02-20 15:40:09   TSLA  SLD      55   411.33    0.285725      0.000000
2026-02-20 15:47:58   TSLA  BOT      40   412.29    1.000000    -36.677759
2026-02-20 15:47:58   TSLA  BOT     600   412.29    2.200000   -537.366383
2026-02-20 15:47:58   TSLA  BOT     120   412.29    0.600000   -107.633277
2026-02-20 15:47:58   TSLA  BOT     455   412.29    2.275000   -408.109507

=== TODAY SUMMARY ===
  Fills:               336
  Realized P&L rows:   336
  Gross realized P&L:  $   -1,796.91
  Total commission:    $      174.11
  Net (P&L - comm):    $   -1,971.02

=== BY SYMBOL ===
  TQQQ      fills=  2  gross_pnl=$  2,400.48  comm=$  12.47  net=$  2,388.02
  TSLA      fills=334  gross_pnl=$ -4,197.39  comm=$ 161.64  net=$ -4,359.03

=== PER-FILL DETAIL ===
  14:30:19  SLD      40 TSLA      @ $405.8600  comm=$1.01  pnl=$+0.00
  14:30:19  SLD     120 TSLA      @ $405.7700  comm=$0.02  pnl=$+0.00
  14:31:13  SLD     800 TSLA      @ $406.9000  comm=$3.96  pnl=$+0.00
  14:31:23  BOT      80 TSLA      @ $407.4800  comm=$1.00  pnl=$-62.58
  14:31:23  BOT      40 TSLA      @ $407.4800  comm=$0.00  pnl=$-30.79
  14:31:23  BOT     155 TSLA      @ $407.4800  comm=$0.38  pnl=$-119.69
  14:31:24  BOT      35 TSLA      @ $407.4800  comm=$0.17  pnl=$-27.12
  14:31:24  BOT      10 TSLA      @ $407.4800  comm=$0.05  pnl=$-7.75
  14:31:35  SLD     200 TSLA      @ $407.0300  comm=$1.04  pnl=$+0.00
  14:31:36  SLD      55 TSLA      @ $407.0900  comm=$0.29  pnl=$+0.00
  14:31:37  BOT     100 TSLA      @ $407.4800  comm=$0.50  pnl=$-68.15
  14:31:38  BOT      80 TSLA      @ $407.6000  comm=$0.40  pnl=$-64.12
  14:31:39  BOT     100 TSLA      @ $407.6400  comm=$0.50  pnl=$-84.15
  14:31:39  BOT     240 TSLA      @ $407.6400  comm=$1.20  pnl=$-201.95
  14:31:39  BOT     240 TSLA      @ $407.6400  comm=$1.20  pnl=$-201.95
